,state,assembly_no,assembly,candidate_name,sex,age,category,party,symbol,general,postal,total,%_votes_polled,total_electors
3445,Maharashtra,255,Phaltan , Arvind Baburao Aadhav,MALE,63.0,SC,VBA,Gas Cylinder,5406,54.0,5460,2.532420549,332673.0
3446,Maharashtra,255,Phaltan , NOTA,,0.0,,NOTA,NOTA,1706,11.0,1717,0.7963674143,332673.0
3447,Maharashtra,255,Phaltan , Pradip alias Prem Suresh More,MALE,34.0,SC,BSP,Elephant,931,3.0,934,0.4332016104,332673.0
3448,Maharashtra,255,Phaltan , Kanchankanhoja Dhondiram Kharat,FEMALE,34.0,SC,IND,DIAMOND,778,2.0,780,0.3617743641,332673.0
3449,Maharashtra,255,Phaltan , Chandrakant Ambar Ahiwale,MALE,61.0,SC,IND,Whistle,737,2.0,739,0.3427580193,332673.0
3450,Maharashtra,255,Phaltan , Nandu Sambhaji More,MALE,47.0,SC,IND,Cup & Saucer,673,0.0,673,0.3121463424,332673.0
3451,Maharashtra,255,Phaltan , Amol Aabaji Pawar,MALE,36.0,SC,pbpa,Key,340,2.0,342,0.1586241443,332673.0
3452,Maharashtra,255,Phaltan , Chandrakant Narayan Salavi,MALE,75.0,SC,IND,Walking Stick,307,1.0,308,0.1428544925,332673.0
3453,Maharashtra,255,Phaltan , Amol Madhukar Karade,MALE,40.0,SC,IND,Auto- Rickshaw,216,0.0,216,0.1001836701,332673.0
3454,Maharashtra,255,Phaltan , Ahiwale Pandu Samundralal,MALE,47.0,SC,IND,Ganna Kisan,182,0.0,182,0.08441401829,332673.0
3456,Maharashtra,256,Wai , Makrand Laxmanrao Jadhav (Patil),MALE,53.0,GENERAL,NCP,Clock,129451,1035.0,130486,57.26008522,332498.0
3457,Maharashtra,256,Wai , Madan Prataprao Bhosale,MALE,64.0,GENERAL,BJP,Lotus,86289,550.0,86839,38.10683553,332498.0
3458,Maharashtra,256,Wai , Mahanawar Ramdas Bhiva,MALE,46.0,GENERAL,VBA,Gas Cylinder,3471,29.0,3500,1.535875866,332498.0
3459,Maharashtra,256,Wai , Dipak Keshav Kakade,MALE,60.0,GENERAL,BSP,Elephant,1758,3.0,1761,0.7727649715,332498.0
3460,Maharashtra,256,Wai , Dhanraj Maruti Kamble,MALE,52.0,SC,CPI,Ears of Corn And Sickle,1683,2.0,1685,0.7394145241,332498.0
3461,Maharashtra,256,Wai , NOTA,,0.0,,NOTA,NOTA,1341,17.0,1358,0.5959198361,332498.0
3462,Maharashtra,256,Wai , Sachin Bhausaheb Chavan,MALE,41.0,GENERAL,MAHKRS,DIAMOND,626,1.0,627,0.2751411909,332498.0
3463,Maharashtra,256,Wai , Advocate Dattatraya Abaji Sanas,MALE,65.0,GENERAL,ABHM,Tractor Chalata Kissan,508,1.0,509,0.2233602331,332498.0
3464,Maharashtra,256,Wai , Manohar Balasaheb Kadam,MALE,38.0,GENERAL,IND,Cup & Saucer,492,2.0,494,0.216777908,332498.0
3465,Maharashtra,256,Wai , Shrirang Navsu Lakhe,MALE,71.0,GENERAL,IND,Almirah,357,2.0,359,0.1575369817,332498.0
3466,Maharashtra,256,Wai , Prashant Prataprao Jagtap,MALE,51.0,GENERAL,IND,Walking Stick,265,0.0,265,0.1162877441,332498.0
3468,Maharashtra,257,Koregaon , Mahesh Sambhajiraje Shinde,MALE,44.0,GENERAL,SHS,Bow and Arrow,100894,593.0,101487,49.58228293,302300.0
3469,Maharashtra,257,Koregaon , Shashikant Jaywantrao Shinde,MALE,55.0,GENERAL,NCP,Clock,94595,660.0,95255,46.53758965,302300.0
3470,Maharashtra,257,Koregaon , Dr. Balasaheb Santu Chavan,MALE,51.0,GENERAL,VBA,Gas Cylinder,2559,24.0,2583,1.261945242,302300.0
3471,Maharashtra,257,Koregaon , Kiran Kashinath Sawant,MALE,31.0,SC,BSP,Elephant,2075,13.0,2088,1.020109046,302300.0
3472,Maharashtra,257,Koregaon , NOTA,,0.0,,NOTA,NOTA,1273,11.0,1284,0.6273084364,302300.0
3473,Maharashtra,257,Koregaon , Priya Sadashiv Naik,FEMALE,41.0,GENERAL,IND,DIAMOND,1079,6.0,1085,0.5300853999,302300.0
3474,Maharashtra,257,Koregaon , Mahesh Gulab Shinde,MALE,39.0,GENERAL,IND,Walking Stick,491,0.0,491,0.2398819644,302300.0
3475,Maharashtra,257,Koregaon , Shashikant Jagannath Shinde,MALE,47.0,GENERAL,IND,Air Conditioner,409,2.0,411,0.2007973266,302300.0
3477,Maharashtra,258,Man , JAYKUMAR BHAGWANRAO GORE,MALE,44.0,GENERAL,BJP,Lotus,90759,710.0,91469,40.15567243,341964.0
3478,Maharashtra,258,Man , PRABHAKAR KRUSHNAJI DESHMUKH,MALE,62.0,GENERAL,IND,Table,87247,1179.0,88426,38.81976943,341964.0
3479,Maharashtra,258,Man , SHEKHAR BHAGWANRAO GORE,MALE,43.0,GENERAL,SHS,Bow and Arrow,37321,218.0,37539,16.4799417,341964.0
3480,Maharashtra,258,Man , AMRUT POPAT SURYAVANSHI,MALE,33.0,GENERAL,BMUP,Cot,3337,3.0,3340,1.466288534,341964.0
3481,Maharashtra,258,Man , PRAMOD RAMCHANDRA GAWADE,MALE,40.0,GENERAL,VBA,Gas Cylinder,1899,28.0,1927,0.8459694626,341964.0
3482,Maharashtra,258,Man , NOTA,,0.0,,NOTA,NOTA,1522,3.0,1525,0.6694880282,341964.0
3483,Maharashtra,258,Man , NARAYAN TATOBA KALEL,MALE,61.0,GENERAL,BSP,Elephant,986,3.0,989,0.4341794491,341964.0
3484,Maharashtra,258,Man , SANDIP JANARDAN KHARAT,MALE,39.0,SC,IND,Ring,636,5.0,641,0.2814044761,341964.0
3485,Maharashtra,258,Man , SANDIP ANADRAO DESHMUKH,MALE,56.0,GENERAL,IND,Syringe,550,2.0,552,0.2423327158,341964.0
3486,Maharashtra,258,Man , RAJKUMAR SADHU MANE,MALE,29.0,GENERAL,BAHUMP,Whistle,541,1.0,542,0.2379426304,341964.0
3487,Maharashtra,258,Man , HANMANT SAVALA DESHMUKH,MALE,61.0,GENERAL,IND,Tractor Chalata Kissan,420,2.0,422,0.1852616052,341964.0
3488,Maharashtra,258,Man , NANASO RAMHARI YADAV,MALE,39.0,GENERAL,BPSJP,Cup & Saucer,411,3.0,414,0.1817495368,341964.0
3490,Maharashtra,259,Karad North, Balasaheb Urf Shamrao Pandurang Patil,MALE,58.0,GENERAL,NCP,Clock,99899,610.0,100509,50.39383896,294470.0
3491,Maharashtra,259,Karad North, Manoj Bhimrao Ghorpade,MALE,42.0,GENERAL,IND,Cup & Saucer,51043,251.0,51294,25.71811058,294470.0
3492,Maharashtra,259,Karad North, Dhairyashil Dnyandeo Kadam,MALE,47.0,GENERAL,SHS,Bow and Arrow,39544,247.0,39791,19.95066358,294470.0
3493,Maharashtra,259,Karad North, Subhash Baburao Pisal,MALE,39.0,GENERAL,VBA,Gas Cylinder,3970,13.0,3983,1.997021765,294470.0
3494,Maharashtra,259,Karad North, Jagannath Laxman Waghamare,MALE,50.0,SC,BSP,Elephant,1818,9.0,1827,0.9160328308,294470.0
3495,Maharashtra,259,Karad North, NOTA,,0.0,,NOTA,NOTA,1271,9.0,1280,0.6417745065,294470.0
3496,Maharashtra,259,Karad North, Jagannath Ganapati Sonawale,MALE,47.0,SC,IND,Helicopter,758,5.0,763,0.3825577722,294470.0
3498,Maharashtra,260,Karad South, CHAVAN PRITHVIRAJ DAJISAHEB,MALE,73.0,GENERAL,INC,Hand,91790,506.0,92296,43.90364564,292525.0
3499,Maharashtra,260,Karad South, DR.ATULBABA SURESH BHOSALE,MALE,37.0,GENERAL,BJP,Lotus,82277,889.0,83166,39.56065911,292525.0
3500,Maharashtra,260,Karad South, Adv. UDAYSINH VILASRAO PATIL (UNDALKAR),MALE,49.0,GENERAL,IND,Cup & Saucer,29099,302.0,29401,13.98555826,292525.0
3501,Maharashtra,260,Karad South, ANAND RAMESH THORAWADE,MALE,40.0,SC,BSP,Elephant,1055,0.0,1055,0.5018456504,292525.0
3502,Maharashtra,260,Karad South, ANANDRAO BABURAO LADE,MALE,47.0,SC,IND,Whistle,751,1.0,752,0.3577136768,292525.0
3503,Maharashtra,260,Karad South, PANJABRAO MAHADEV PATIL(TALGAONKAR),MALE,57.0,GENERAL,BALP,Plate Containing Food,691,0.0,691,0.3286970089,292525.0
3504,Maharashtra,260,Karad South, SHIKALGAR ALTAF ABDULGANI,MALE,56.0,GENERAL,AIMIM,Kite,689,1.0,690,0.3282213258,292525.0
3505,Maharashtra,260,Karad South, BALKRISHNA SHANKAR DESAI,MALE,63.0,GENERAL,VBA,Gas Cylinder,651,7.0,658,0.3129994672,292525.0
3506,Maharashtra,260,Karad South, NOTA,,0.0,,NOTA,NOTA,580,4.0,584,0.2777989192,292525.0
3507,Maharashtra,260,Karad South, VISHWJEET ASHOK PATIL (UNDALKAR),MALE,32.0,GENERAL,IND,Kettle,301,1.0,302,0.1436562904,292525.0
3508,Maharashtra,260,Karad South, LATIFA SULEMAN MUJAWAR,FEMALE,44.0,GENERAL,IND,Glass Tumbler,195,0.0,195,0.09275820078,292525.0
3509,Maharashtra,260,Karad South, RASAL SADASHIV SITARAM,MALE,74.0,GENERAL,IND,Road Roller,159,0.0,159,0.07563360986,292525.0
3510,Maharashtra,260,Karad South, VAISHANVI RAJENDRAKUMAR BHOSALE,FEMALE,43.0,GENERAL,IND,Sitar,141,1.0,142,0.06754699749,292525.0
3511,Maharashtra,260,Karad South, AMOL HARIBA SATHE,MALE,34.0,SC,IND,Ganna Kisan,133,0.0,133,0.06326584976,292525.0
3513,Maharashtra,261,Patan, DESAI SHAMBHURAJ SHIVAJIRAO,MALE,54.0,GENERAL,SHS,Bow and Arrow,105892,374.0,106266,52.01162927,300692.0
3514,Maharashtra,261,Patan, SATYAJIT VIKRAMSINH PATANKAR,MALE,50.0,GENERAL,NCP,Clock,91435,656.0,92091,45.0737108,300692.0
3515,Maharashtra,261,Patan, NOTA,,0.0,,NOTA,NOTA,1546,1.0,1547,0.7571753005,300692.0
3516,Maharashtra,261,Patan, SHIVAJI BHIMAJI KAMBLE,MALE,66.0,SC,BSP,Elephant,1472,1.0,1473,0.7209561847,300692.0
3517,Maharashtra,261,Patan, ASHOKRAO TATOBA DEVKANT,MALE,62.0,SC,VBA,Gas Cylinder,1386,6.0,1392,0.6813109362,300692.0
3518,Maharashtra,261,Patan, SAGAR LAXMAN JADHAV,MALE,26.0,GENERAL,IND,Cup & Saucer,598,1.0,599,0.2931790595,300692.0
3519,Maharashtra,261,Patan, PRAKASH SADASHIV PAWAR,MALE,34.0,GENERAL,IND,Whistle,406,1.0,407,0.1992051372,300692.0
3520,Maharashtra,261,Patan, AJITKUMAR DINKAR MOHITE,MALE,34.0,GENERAL,IND,FLUTE,188,2.0,190,0.09299502721,300692.0
3521,Maharashtra,261,Patan, SHARAD HANMANT EKAWADE,MALE,29.0,GENERAL,SBBGP,Sewing Machine,187,0.0,187,0.09152668468,300692.0
3522,Maharashtra,261,Patan, SAYAJIRAO DAMODAR KHAMKAR,MALE,58.0,GENERAL,SERSNMH,Tractor Chalata Kissan,160,0.0,160,0.07831160186,300692.0
3524,Maharashtra,262,Satara, Bhonsle Shivendrasinh Abhaysinhraje,MALE,46.0,GENERAL,BJP,Lotus,117334,671.0,118005,59.04708055,337831.0
3525,Maharashtra,262,Satara, Deepak Sahebrao Pawar,MALE,56.0,GENERAL,NCP,Clock,74080,501.0,74581,37.3186756,337831.0
3526,Maharashtra,262,Satara, Ashok Gorakhnath Dixit,MALE,53.0,GENERAL,VBA,Gas Cylinder,3130,24.0,3154,1.578191535,337831.0
3527,Maharashtra,262,Satara, NOTA,,0.0,,NOTA,NOTA,1966,12.0,1978,0.9897472592,337831.0
3528,Maharashtra,262,Satara, Shivaji Narayan Bhosale,MALE,48.0,GENERAL,IND,DIAMOND,947,0.0,947,0.4738577626,337831.0
3529,Maharashtra,262,Satara, Abhijit Wamanrao Awade-Bichukale,MALE,43.0,SC,IND,Television,754,5.0,759,0.379786739,337831.0
3530,Maharashtra,262,Satara, Vijayanand Shankarrao Shinde,MALE,61.0,GENERAL,IND,Gas Stove,425,0.0,425,0.2126605587,337831.0
3532,Maharashtra,263,Dapoli, Kadam Yogeshdada Ramdas,MALE,33.0,GENERAL,SHS,Bow and Arrow,94993,371.0,95364,51.3093118,280785.0
3533,Maharashtra,263,Dapoli, Kadam Sanjayrao Vasant,MALE,53.0,GENERAL,NCP,Clock,81262,524.0,81786,44.00385234,280785.0
3534,Maharashtra,263,Dapoli, NOTA,,0.0,,NOTA,NOTA,2705,6.0,2711,1.458616923,280785.0
3535,Maharashtra,263,Dapoli, Marchande Pravin Sahadeo,MALE,40.0,GENERAL,BSP,Elephant,2010,5.0,2015,1.084143527,280785.0
3536,Maharashtra,263,Dapoli, Khopkar Santosh Dattaram,MALE,47.0,GENERAL,VBA,Gas Cylinder,1324,12.0,1336,0.7188167502,280785.0
3537,Maharashtra,263,Dapoli, Sanjay Sambhaji Kadam,MALE,48.0,GENERAL,IND,Apple,1074,0.0,1074,0.5778511899,280785.0
3538,Maharashtra,263,Dapoli, Patil Suvarna Sunil,FEMALE,47.0,GENERAL,IND,Auto- Rickshaw,824,8.0,832,0.4476463594,280785.0
3539,Maharashtra,263,Dapoli, Sanjay Sitaram Kadam,MALE,42.0,GENERAL,IND,Helicopter,255,1.0,256,0.1377373413,280785.0
3540,Maharashtra,263,Dapoli, Kadam Yogeshdada Dipak,MALE,28.0,GENERAL,IND,Boat with Man and Sail,144,0.0,144,0.07747725451,280785.0
3541,Maharashtra,263,Dapoli, Vikas Ramchandra Batawle,MALE,33.0,GENERAL,IND,Almirah,117,1.0,118,0.06348830578,280785.0
3542,Maharashtra,263,Dapoli, Vijay Daji More,MALE,38.0,GENERAL,IND,Chakki,113,0.0,113,0.06079812333,280785.0
3543,Maharashtra,263,Dapoli, Sanjay Dagadu Kadam,MALE,42.0,GENERAL,IND,Plastering Trowel,112,0.0,112,0.06026008684,280785.0
3545,Maharashtra,264,Guhagar , BHASKAR BHAURAO JADHAV,MALE,62.0,GENERAL,SHS,Bow and Arrow,78614,134.0,78748,55.18120918,240386.0
3546,Maharashtra,264,Guhagar , BETKAR SAHADEV DEVJI,MALE,62.0,GENERAL,NCP,Clock,52092,205.0,52297,36.64615859,240386.0
3547,Maharashtra,264,Guhagar , JADHAV VIKAS YASHWANT,MALE,45.0,SC,VBA,Gas Cylinder,5061,8.0,5069,3.552008297,240386.0
3548,Maharashtra,264,Guhagar , GANESH ARUN KADAM,MALE,34.0,GENERAL,MNS,Railway Engine,2519,5.0,2524,1.768646467,240386.0
3549,Maharashtra,264,Guhagar , NOTA,,0.0,,NOTA,NOTA,2058,3.0,2061,1.444207753,240386.0
3550,Maharashtra,264,Guhagar , UMESH UDAY PAWAR,MALE,30.0,SC,BSP,Elephant,2004,5.0,2009,1.407769712,240386.0
3552,Maharashtra,265,Chiplun, Shekhar Govindrao Nikam,MALE,53.0,GENERAL,NCP,Clock,100995,583.0,101578,57.09163056,270366.0
3553,Maharashtra,265,Chiplun, Chavan Sadanand Narayan,MALE,56.0,GENERAL,SHS,Bow and Arrow,71400,254.0,71654,40.27293012,270366.0
3554,Maharashtra,265,Chiplun, Sachin Laxman Mohite,MALE,41.0,SC,BSP,Elephant,2381,11.0,2392,1.344416904,270366.0
3555,Maharashtra,265,Chiplun, NOTA,,0.0,,NOTA,NOTA,2293,4.0,2297,1.29102242,270366.0
3557,Maharashtra,266,Ratnagiri , Uday Ravindra Samant,MALE,43.0,GENERAL,SHS,Bow and Arrow,118166,318.0,118484,72.66014988,281973.0
3558,Maharashtra,266,Ratnagiri , Sudesh Sadanand Mayekar,MALE,43.0,GENERAL,NCP,Clock,31019,130.0,31149,19.10208137,281973.0
3559,Maharashtra,266,Ratnagiri , Damodar Shivram Kamble,MALE,50.0,SC,VBA,Gas Cylinder,4587,34.0,4621,2.833821888,281973.0
3560,Maharashtra,266,Ratnagiri , NOTA,,0.0,,NOTA,NOTA,4521,31.0,4552,2.791507733,281973.0
3561,Maharashtra,266,Ratnagiri , Gawade Sandeep Yashavant,MALE,39.0,GENERAL,IND,Whistle,2030,5.0,2035,1.247960948,281973.0
3562,Maharashtra,266,Ratnagiri , Jadhav Rajesh Sitaram,MALE,43.0,SC,BSP,Elephant,1698,9.0,1707,1.0468154,281973.0
3563,Maharashtra,266,Ratnagiri , Bala Kachare,MALE,58.0,SC,BMUP,Cot,514,4.0,518,0.3176627868,281973.0
3565,Maharashtra,267,Rajapur , Rajan Prabhakar Salvi,MALE,54.0,GENERAL,SHS,Bow and Arrow,65257,176.0,65433,49.42368119,237887.0
3566,Maharashtra,267,Rajapur , Avinash Shantaram Lad,MALE,48.0,GENERAL,INC,Hand,53364,193.0,53557,40.45335066,237887.0
3567,Maharashtra,267,Rajapur , Avinash Dhondu Soundalkar,MALE,47.0,GENERAL,MNS,Railway Engine,6142,8.0,6150,4.645295788,237887.0
3568,Maharashtra,267,Rajapur , NOTA,,0.0,,NOTA,NOTA,2569,7.0,2576,1.945736903,237887.0
3569,Maharashtra,267,Rajapur , Vilas Rajaram Khanvilker,MALE,68.0,GENERAL,ABHM,Gas Cylinder,1857,5.0,1862,1.406429392,237887.0
3570,Maharashtra,267,Rajapur , Mahendra Dharma Pawar,MALE,37.0,SC,BSP,Elephant,1446,8.0,1454,1.098253671,237887.0
3571,Maharashtra,267,Rajapur , Raj Bhargav Padhye,MALE,46.0,GENERAL,IND,Helicopter,710,0.0,710,0.5362861804,237887.0
3572,Maharashtra,267,Rajapur , Sandeep Shantaram Thukarul,MALE,38.0,GENERAL,IND,Refrigerator,648,2.0,650,0.4909662215,237887.0
3574,Maharashtra,268,Kankavli, Nitesh Narayan Rane,MALE,37.0,GENERAL,BJP,Lotus,84284,220.0,84504,56.16339118,230081.0
3575,Maharashtra,268,Kankavli, Satish Jagannath Sawant,MALE,54.0,GENERAL,SHS,Bow and Arrow,56171,217.0,56388,37.47682124,230081.0
3576,Maharashtra,268,Kankavli, Sushil Amrutrao Rane,MALE,57.0,GENERAL,INC,Hand,3345,10.0,3355,2.229813706,230081.0
3577,Maharashtra,268,Kankavli, Adv. Manali Sandeep Vanjare,FEMALE,50.0,GENERAL,VBA,Gas Cylinder,2036,18.0,2054,1.36513781,230081.0
3578,Maharashtra,268,Kankavli, NOTA,,0.0,,NOTA,NOTA,1943,2.0,1945,1.292693788,230081.0
3579,Maharashtra,268,Kankavli, Rajan Shankar Dabholkar,MALE,51.0,GENERAL,MNS,Railway Engine,1419,2.0,1421,0.9444307827,230081.0
3580,Maharashtra,268,Kankavli, Vijay Suryakant Salkar,MALE,42.0,SC,BSP,Elephant,413,3.0,416,0.276483607,230081.0
3581,Maharashtra,268,Kankavli, Prof. Vasantrao Bhausaheb Bhosale,MALE,56.0,GENERAL,BMUP,Cot,373,5.0,378,0.2512278929,230081.0
3583,Maharashtra,269,Kudal, Naik Vaibhav Vijay,MALE,44.0,GENERAL,SHS,Bow and Arrow,68855,313.0,69168,50.89624724,216008.0
3584,Maharashtra,269,Kudal, Ranjit Dattatray Desai,MALE,42.0,GENERAL,IND,Almirah,54640,179.0,54819,40.33774834,216008.0
3585,Maharashtra,269,Kudal, Arvind Namdeo Mondkar,MALE,39.0,GENERAL,INC,Hand,3516,11.0,3527,2.595290655,216008.0
3586,Maharashtra,269,Kudal, Balkrishna Vitthal Jadhav,MALE,62.0,SC,IND,Table,3115,14.0,3129,2.302428256,216008.0
3587,Maharashtra,269,Kudal, Dheeraj Vishwanath Parab,MALE,35.0,GENERAL,MNS,Railway Engine,2387,12.0,2399,1.76526858,216008.0
3588,Maharashtra,269,Kudal, NOTA,,0.0,,NOTA,NOTA,1545,7.0,1552,1.142016188,216008.0
3589,Maharashtra,269,Kudal, SIDDHESH SANJAY PATKAR,MALE,31.0,GENERAL,IND,Helicopter,787,0.0,787,0.5791022811,216008.0
3590,Maharashtra,269,Kudal, Kasalkar Ravindra Harishchandra,MALE,51.0,SC,BSP,Elephant,513,6.0,519,0.3818984547,216008.0
3592,Maharashtra,270,Sawantwadi, Deepak Vasantrao Kesarkar,MALE,64.0,GENERAL,SHS,Bow and Arrow,69417,367.0,69784,48.51737779,225302.0
3593,Maharashtra,270,Sawantwadi, Rajan Krishna Teli,MALE,59.0,GENERAL,IND,Almirah,56392,164.0,56556,39.32060097,225302.0
3594,Maharashtra,270,Sawantwadi, Baban Salgaonkar,MALE,57.0,GENERAL,NCP,Clock,5355,41.0,5396,3.751573005,225302.0
3595,Maharashtra,270,Sawantwadi, NOTA,,0.0,,NOTA,NOTA,3504,20.0,3524,2.450063615,225302.0
3596,Maharashtra,270,Sawantwadi, Prakash Gopal Redkar,MALE,51.0,GENERAL,MNS,Railway Engine,3396,13.0,3409,2.37010978,225302.0
3597,Maharashtra,270,Sawantwadi, Satyawan Uttam Jadhav,MALE,60.0,SC,VBA,Gas Cylinder,1442,8.0,1450,1.008113576,225302.0
3598,Maharashtra,270,Sawantwadi, Dadu Alias Raju Ganesh Kadam,MALE,35.0,SC,BMUP,Cot,1388,3.0,1391,0.9670937824,225302.0
3599,Maharashtra,270,Sawantwadi, Ajinkya Gawade,MALE,54.0,GENERAL,IND,Television,1385,3.0,1388,0.9650080301,225302.0
3600,Maharashtra,270,Sawantwadi, Sudhakar Mangaonkar,MALE,53.0,SC,BSP,Elephant,524,4.0,528,0.3670923919,225302.0
3601,Maharashtra,270,Sawantwadi, Yashvant alias Sunil Vasant Pednekar,MALE,52.0,GENERAL,BAHUMP,BUCKET,406,1.0,407,0.2829670521,225302.0
3603,Maharashtra,271,Chandgad , Rajesh Narasingrao Patil,MALE,52.0,GENERAL,NCP,Clock,54851,707.0,55558,25.19100237,321301.0
3604,Maharashtra,271,Chandgad , Shivaji Shattupa Patil,MALE,50.0,GENERAL,IND,Water Tank,50920,253.0,51173,23.20276404,321301.0
3605,Maharashtra,271,Chandgad , Vinayak alias Appi Virgonda Patil,MALE,49.0,GENERAL,VBA,Gas Cylinder,43839,134.0,43973,19.93815377,321301.0
3606,Maharashtra,271,Chandgad , Kupekar Sangramsinh alias Sangramsinh Bhagyeshrao Desai,MALE,42.0,GENERAL,SHS,Bow and Arrow,32782,433.0,33215,15.06028194,321301.0
3607,Maharashtra,271,Chandgad , Ashok Kashinath Charati,MALE,62.0,GENERAL,JSS,COCONUT FARM,12040,38.0,12078,5.476383719,321301.0
3608,Maharashtra,271,Chandgad , Ramesh Dattu Redekar,MALE,58.0,GENERAL,IND,Cup & Saucer,10070,63.0,10133,4.594485529,321301.0
3609,Maharashtra,271,Chandgad , Aniruddh Kedari Redekar,MALE,32.0,GENERAL,IND,Table,5106,27.0,5133,2.327395068,321301.0
3610,Maharashtra,271,Chandgad , Mahesh Narsingrao Patil,MALE,54.0,GENERAL,IND,Camera,1829,10.0,1839,0.8338358717,321301.0
3611,Maharashtra,271,Chandgad , NOTA,,0.0,,NOTA,NOTA,1774,19.0,1793,0.8129786395,321301.0
3612,Maharashtra,271,Chandgad , Santosh Krushna Patil,MALE,25.0,GENERAL,IND,Whistle,1477,1.0,1478,0.6701519404,321301.0
3613,Maharashtra,271,Chandgad , Subhash Vaiju Desai,MALE,45.0,SC,IND,Ganna Kisan,1468,2.0,1470,0.6665245957,321301.0
3614,Maharashtra,271,Chandgad , Shrikant Arjun Kamble,MALE,42.0,SC,BSP,Elephant,887,18.0,905,0.4103433735,321301.0
3615,Maharashtra,271,Chandgad , Appasaheb Baburao Bhosale,MALE,41.0,GENERAL,IND,Winnower,782,2.0,784,0.3554797844,321301.0
3616,Maharashtra,271,Chandgad , Namdev Baswant Sutar,MALE,64.0,GENERAL,IND,Stool,584,0.0,584,0.2647961659,321301.0
3617,Maharashtra,271,Chandgad , Prakash Ramchandra Redekar,MALE,57.0,GENERAL,IND,Helicopter,428,3.0,431,0.1954231978,321301.0
3619,Maharashtra,272,Radhanagari, Abitkar Prakash Anandrao,MALE,45.0,GENERAL,SHS,Bow and Arrow,104845,1036.0,105881,42.86090174,326756.0
3620,Maharashtra,272,Radhanagari, K. P. Patil,MALE,74.0,GENERAL,NCP,Clock,86566,885.0,87451,35.40039023,326756.0
3621,Maharashtra,272,Radhanagari, Arun Ganpatrao Dongale,MALE,62.0,GENERAL,IND,Whistle,15336,78.0,15414,6.239626934,326756.0
3622,Maharashtra,272,Radhanagari, Rahul Bajarang Desai,MALE,44.0,GENERAL,IND,Auto- Rickshaw,12757,138.0,12895,5.219929241,326756.0
3623,Maharashtra,272,Radhanagari, Chandrakantdada Baburao Patil,MALE,54.0,GENERAL,IND,Helicopter,8029,64.0,8093,3.276067262,326756.0
3624,Maharashtra,272,Radhanagari, Jivandada Pandurang Patil,MALE,45.0,GENERAL,VBA,Gas Cylinder,7762,70.0,7832,3.170413789,326756.0
3625,Maharashtra,272,Radhanagari, Satyajit Dinkarrao Jadhav,MALE,51.0,GENERAL,IND,Cup & Saucer,5919,33.0,5952,2.409384943,326756.0
3626,Maharashtra,272,Radhanagari, NOTA,,0.0,,NOTA,NOTA,1644,12.0,1656,0.6703530688,326756.0
3627,Maharashtra,272,Radhanagari, Yuvraj Ramchandra Yedure,MALE,31.0,GENERAL,MNS,Railway Engine,950,10.0,960,0.3886104747,326756.0
3628,Maharashtra,272,Radhanagari, Shinde Vijayrao Govinda,MALE,38.0,SC,BSP,Elephant,277,3.0,280,0.1133447218,326756.0
3629,Maharashtra,272,Radhanagari, Krushna Hanmant Desai,MALE,50.0,GENERAL,IND,Bat,233,2.0,235,0.09512860578,326756.0
3630,Maharashtra,272,Radhanagari, Dinkar Ramchandra Chandam,MALE,42.0,GENERAL,IND,Glass Tumbler,219,1.0,220,0.08905656711,326756.0
3631,Maharashtra,272,Radhanagari, Korgaonkar Pravin Prakash,MALE,32.0,GENERAL,IND,Stool,165,0.0,165,0.06679242533,326756.0
3633,Maharashtra,273,Kagal, Mushrif Hasan Miyalal,MALE,65.0,GENERAL,NCP,Clock,115438,998.0,116436,44.16544023,324647.0
3634,Maharashtra,273,Kagal, Ghatge Samarjeetsinh Vikramsinh,MALE,36.0,GENERAL,IND,Cup & Saucer,87765,538.0,88303,33.49428758,324647.0
3635,Maharashtra,273,Kagal, Sanjay Anandrao Ghatage,MALE,66.0,GENERAL,SHS,Bow and Arrow,55070,587.0,55657,21.11130498,324647.0
3636,Maharashtra,273,Kagal, NOTA,,0.0,,NOTA,NOTA,1154,9.0,1163,0.4411385395,324647.0
3637,Maharashtra,273,Kagal, Shripati Shankar Kamble,MALE,49.0,SC,IND,Ring,825,0.0,825,0.3129314661,324647.0
3638,Maharashtra,273,Kagal, Ravindra Tukaram Kamble,MALE,32.0,SC,BSP,Elephant,626,10.0,636,0.2412417121,324647.0
3639,Maharashtra,273,Kagal, Siddharth Nagratna,MALE,49.0,SC,BMUP,Cot,612,4.0,616,0.2336554947,324647.0
3641,Maharashtra,274,Kolhapur South, Ruturaj Sanjay Patil,MALE,29.0,GENERAL,INC,Hand,139064,1039.0,140103,57.50292434,324981.0
3642,Maharashtra,274,Kolhapur South, Amal Mahadik,MALE,41.0,GENERAL,BJP,Lotus,96815,579.0,97394,39.97373227,324981.0
3643,Maharashtra,274,Kolhapur South, Babanrao alias Dilip Pandurang Kavde,MALE,59.0,GENERAL,VBA,Gas Cylinder,2185,34.0,2219,0.910751298,324981.0
3644,Maharashtra,274,Kolhapur South, NOTA,,0.0,,NOTA,NOTA,1920,19.0,1939,0.7958299986,324981.0
3645,Maharashtra,274,Kolhapur South, Sachin Appaso Kamble,MALE,39.0,GENERAL,BSP,Elephant,861,6.0,867,0.355845595,324981.0
